ID	Individual	sex	genus	species	size	flight	node	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58
35	PB13-0054	M	Morpho	telemachus	14.35775	can	23	0.1481972	0.0340083	0.1838379	-0.0362301	0.1652965	-0.0921669	0.1156163	-0.1580487	0.0727844	-0.2171656	0.014985	-0.2629438	-0.0635024	-0.2557394	-0.1921825	0.1476945	-0.1684824	0.1340032	-0.20056	0.1159985	-0.0873015	0.0861877	-0.068277	0.0696111	-0.1511237	0.0520439	-0.0947279	0.0021096	0.1678908	-0.05598	0.1350848	-0.1223601	0.0896736	-0.1716737	0.0380663	-0.2235402	-0.019653	-0.2474197	0.1322818	0.0527294	0.1067595	0.0769814	0.0764902	0.0965091	0.0439746	0.1112437	0.010597	0.1236232	-0.0233754	0.1347323	-0.0573382	0.1443899	-0.0912434	0.1510503	-0.1252343	0.1545549	-0.1585339	0.1557974
36	PB13-0055	M	Morpho	telemachus	11.77011	can	23	0.1490804	0.0340085	0.1826672	-0.0302658	0.1660346	-0.0838952	0.1145344	-0.1526053	0.0671233	-0.2233437	0.0108301	-0.2630955	-0.0646307	-0.2615204	-0.1885717	0.1463098	-0.1611634	0.1329694	-0.1959668	0.1154298	-0.088922	0.0877185	-0.0676341	0.0691248	-0.1509921	0.052553	-0.1006238	0.0030176	0.1734079	-0.0575805	0.1320959	-0.1203707	0.089265	-0.171781	0.0380195	-0.2237534	-0.0213275	-0.2534442	0.1336527	0.0542812	0.1086354	0.0801441	0.0768281	0.098036	0.0446781	0.1135743	0.0113048	0.1268015	-0.0233091	0.1355686	-0.0578784	0.1417775	-0.0920618	0.146725	-0.1261274	0.1504778	-0.1589485	0.1531381
37	PB13-0057	F	Morpho	telemachus	13.07111	can	23	0.1625956	0.0262107	0.1822119	-0.0240886	0.1654054	-0.0826345	0.1185423	-0.1461698	0.0692127	-0.2092862	0.0057297	-0.2620521	-0.072934	-0.2638879	-0.1997655	0.1545676	-0.1730731	0.1417179	-0.205094	0.1233147	-0.075179	0.0806968	-0.0568568	0.0631368	-0.143385	0.0402489	-0.0836436	-0.0161015	0.1697406	-0.0556356	0.1330833	-0.1202797	0.0857295	-0.1683672	0.0352936	-0.2203968	-0.0205894	-0.2535047	0.1360481	0.0569101	0.1063548	0.0772473	0.0741656	0.0925516	0.0417723	0.1068794	0.0085459	0.119677	-0.0250788	0.1316955	-0.0590465	0.1413001	-0.0927081	0.1496172	-0.126654	0.1553926	-0.1604237	0.1612403
38	PB13-0062	F	Morpho	telemachus	13.75922	can	23	0.1605426	0.0289356	0.180015	-0.0225827	0.1658018	-0.0816816	0.1195623	-0.1492516	0.0741528	-0.2131823	0.0018956	-0.2633655	-0.0818913	-0.2639106	-0.2007821	0.1528511	-0.173347	0.140714	-0.206584	0.1217262	-0.073453	0.0833454	-0.0522954	0.063197	-0.1423965	0.0419185	-0.0760932	-0.0202688	0.1663126	-0.0543779	0.1323062	-0.1198758	0.0906502	-0.172623	0.0362664	-0.2210921	-0.0212076	-0.2460826	0.1357262	0.0574139	0.1058482	0.077393	0.0742883	0.0940373	0.0420978	0.1090732	0.0089876	0.1220776	-0.0251264	0.1322907	-0.0594786	0.140534	-0.0935798	0.1477256	-0.1274132	0.154363	-0.1608055	0.1606986
39	PB13-0063	F	Morpho	telemachus	12.34601	can	23	0.1687926	0.0276554	0.1829141	-0.0163061	0.1662767	-0.0791332	0.1200214	-0.1491909	0.07094	-0.2094498	-0.0015365	-0.2591228	-0.077285	-0.260828	-0.2021032	0.1561019	-0.1687319	0.1421421	-0.2106996	0.1260577	-0.0836755	0.0768171	-0.0585066	0.0570048	-0.1453579	0.0343147	-0.0793942	-0.0267992	0.1640508	-0.0544999	0.1339426	-0.1210269	0.0885326	-0.1707102	0.035283	-0.2190661	-0.0211961	-0.249318	0.1379042	0.0581908	0.1073964	0.0772293	0.0753045	0.0923621	0.0428297	0.1062428	0.0097111	0.1191945	-0.0238177	0.1315049	-0.0573853	0.1422044	-0.0908726	0.1506719	-0.1247873	0.1563521	-0.1585503	0.1614045
40	PB13-0066	M	Morpho	telemachus	15.47084	can	23	0.1539853	0.024904	0.1831196	-0.0349084	0.1616454	-0.0986002	0.1190569	-0.1558381	0.0751357	-0.2240465	0.0165719	-0.2579399	-0.0582209	-0.253114	-0.1950919	0.1458012	-0.1704059	0.1321214	-0.197127	0.1155328	-0.0885192	0.0887639	-0.0667757	0.0698958	-0.1525357	0.0558458	-0.1021387	0.0118738	0.1730937	-0.0581851	0.1377732	-0.1249985	0.0916952	-0.1742229	0.03732	-0.2224185	-0.019439	-0.2383167	0.129996	0.0505823	0.1044821	0.0744687	0.0752332	0.0949643	0.0433365	0.1113561	0.0100395	0.1247443	-0.0238329	0.1369467	-0.0583712	0.14509	-0.0926434	0.1503371	-0.1269913	0.1527646	-0.1603913	0.1565959
41	PB13-0069	M	Morpho	telemachus	14.2925	can	23	0.1584363	0.0249769	0.18387	-0.0349793	0.1595092	-0.0994448	0.1178302	-0.1517541	0.0782287	-0.2171369	0.0162558	-0.2590498	-0.0598453	-0.2482749	-0.1999693	0.1488167	-0.1736908	0.1347919	-0.2007975	0.1168796	-0.0877734	0.0840878	-0.0635158	0.062518	-0.1547066	0.0540882	-0.1037695	0.0089285	0.1716702	-0.0584592	0.1363833	-0.1243143	0.0919433	-0.1743996	0.0375087	-0.223302	-0.0174326	-0.2397709	0.1322167	0.0512872	0.1049606	0.0733418	0.0746463	0.0918514	0.0431763	0.108388	0.0106514	0.1232818	-0.0224862	0.1372603	-0.0568121	0.1467836	-0.0913069	0.1510249	-0.1257432	0.1542087	-0.1594379	0.1583705
42	PB13-0070	M	Morpho	telemachus	15.16836	can	23	0.1472449	0.0330253	0.184935	-0.0400827	0.165123	-0.0981433	0.1180704	-0.1536926	0.0751072	-0.2176837	0.0132576	-0.2591824	-0.0662395	-0.2508092	-0.1949902	0.1477433	-0.1723456	0.1332326	-0.2014481	0.116025	-0.0798732	0.0866217	-0.0601009	0.0683089	-0.1519842	0.0489956	-0.0968526	0.0012214	0.1739559	-0.0581923	0.1397091	-0.1273969	0.0901359	-0.1728805	0.0361556	-0.2215616	-0.0192472	-0.2415783	0.1310015	0.0526084	0.1047305	0.0759719	0.074796	0.095616	0.043101	0.1122684	0.0101508	0.1266801	-0.0240603	0.1381264	-0.058765	0.1452399	-0.0931678	0.14962	-0.127513	0.1530051	-0.1608869	0.1568936
43	PB13-0074	F	Morpho	telemachus	13.53232	can	23	0.1508022	0.0201975	0.1825978	-0.0249204	0.1626866	-0.0846102	0.1257425	-0.1491916	0.0809115	-0.2201767	0.009016	-0.261339	-0.0756071	-0.256189	-0.1989654	0.1579936	-0.1769962	0.1432622	-0.2054072	0.1252652	-0.0796033	0.0838932	-0.0543089	0.0605611	-0.1436352	0.0402494	-0.0786137	-0.0190689	0.1677736	-0.0549755	0.1369023	-0.121506	0.0940492	-0.174099	0.0373998	-0.2201751	-0.0190152	-0.2400888	0.1267421	0.0485039	0.1003469	0.0701239	0.0710658	0.0893329	0.0407095	0.1071731	0.0085224	0.1221187	-0.0247759	0.1352291	-0.0583468	0.1466212	-0.0923141	0.1545949	-0.1266474	0.1591294	-0.1610316	0.1620909
44	PB13-0076	M	Morpho	telemachus	14.44761	can	23	0.1566542	0.0400383	0.1831774	-0.0278198	0.1642012	-0.0951297	0.1203911	-0.1520956	0.0686377	-0.2247419	0.0024938	-0.2657889	-0.0746687	-0.2494478	-0.1903868	0.1451564	-0.1691747	0.1285983	-0.198267	0.1118796	-0.077307	0.0813492	-0.0567982	0.0605702	-0.1517112	0.0476571	-0.0953086	-0.0029348	0.1706863	-0.0564623	0.1358489	-0.1241585	0.0897723	-0.1729885	0.0349368	-0.220564	-0.0197897	-0.2470644	0.1367016	0.0609298	0.1066582	0.0810908	0.0756422	0.0991427	0.0432912	0.1148492	0.0095942	0.1272415	-0.0247343	0.1377472	-0.0592239	0.1456421	-0.093394	0.1505724	-0.1274826	0.152669	-0.1604405	0.1540625
45	PB13-0077	M	Morpho	telemachus	12.49664	can	23	0.1483895	0.0338617	0.1842898	-0.0346865	0.162791	-0.0936073	0.1215012	-0.1548672	0.0759438	-0.2200834	0.0070297	-0.2586655	-0.0744363	-0.2450821	-0.1979677	0.1476754	-0.1746977	0.1325544	-0.2023059	0.1154737	-0.0731832	0.0804545	-0.0509183	0.0580299	-0.1470733	0.0474812	-0.0937743	-0.0006786	0.1758356	-0.0588967	0.1399984	-0.1255802	0.09432	-0.1757338	0.0358545	-0.2203813	-0.0191477	-0.2447481	0.1309427	0.0541667	0.1035377	0.0763798	0.0737213	0.0962073	0.0415428	0.1118437	0.0080941	0.1244886	-0.02596	0.1359126	-0.060024	0.1460443	-0.0938887	0.1543793	-0.1282406	0.1575781	-0.1621745	0.1604795
46	PB13-0078	M	Morpho	telemachus	13.78597	can	23	0.1523877	0.0374043	0.1853019	-0.0293404	0.1673045	-0.099699	0.1154912	-0.1614546	0.0718593	-0.2236493	0.0121378	-0.2575097	-0.0689284	-0.2517873	-0.1918078	0.1464004	-0.1695274	0.1309452	-0.1969014	0.1147404	-0.0843504	0.0830787	-0.0634041	0.0620968	-0.1516941	0.0477334	-0.1017845	0.0018806	0.1742105	-0.0568916	0.1394045	-0.127154	0.0907903	-0.1731134	0.0339289	-0.2165031	-0.020395	-0.2408284	0.1337627	0.0561587	0.1062494	0.0787948	0.075603	0.0977174	0.0433649	0.1132716	0.0100598	0.1265228	-0.0243575	0.1364864	-0.0587509	0.144705	-0.0928799	0.1504767	-0.1269773	0.1539061	-0.1600977	0.1556116
47	PB13-0080	M	Morpho	telemachus	12.70917	can	23	0.1560232	0.0423202	0.1907261	-0.0160748	0.1688226	-0.0865445	0.1203764	-0.1504849	0.0742346	-0.2183652	0.0037969	-0.2648544	-0.0851508	-0.2502285	-0.1886816	0.1479264	-0.1671553	0.1333535	-0.1984282	0.1191969	-0.0853897	0.08337	-0.0591117	0.0584241	-0.1571276	0.0553197	-0.1027556	0.0022583	0.1759902	-0.0580728	0.1366628	-0.1234755	0.0922848	-0.1733179	0.038626	-0.2238923	-0.0198195	-0.2498568	0.1354579	0.0581844	0.1051271	0.0755282	0.0741216	0.0923375	0.0418469	0.1063422	0.0090065	0.1194358	-0.0246089	0.1304534	-0.0584686	0.1392903	-0.0920913	0.1462548	-0.1257935	0.1511276	-0.1585213	0.1540444
48	PB13-0083	M	Morpho	telemachus	13.90467	can	23	0.1579976	0.0366255	0.186364	-0.028677	0.1634689	-0.1017229	0.1184419	-0.1606652	0.0723854	-0.2209074	0.0088071	-0.2580928	-0.06674	-0.2461705	-0.1937061	0.1458868	-0.17249	0.1325535	-0.1998587	0.1169077	-0.0896541	0.0889536	-0.0619574	0.0665604	-0.1543222	0.0557066	-0.1013897	0.0086787	0.1754434	-0.0584795	0.1398918	-0.1267199	0.0926723	-0.1746511	0.0366465	-0.2212535	-0.0180528	-0.2395006	0.1353315	0.0571193	0.1067106	0.0783937	0.0752278	0.0954904	0.0426578	0.1095055	0.0091799	0.1212119	-0.0248879	0.131457	-0.0591032	0.1397271	-0.0928131	0.14674	-0.1267388	0.1508205	-0.1595128	0.1545024
49	PB13-0086	M	Morpho	telemachus	12.64603	can	23	0.1579538	0.0410615	0.1903666	-0.0158385	0.1687772	-0.0867267	0.1198573	-0.1509719	0.0735876	-0.2196069	0.0044405	-0.2653955	-0.0859222	-0.2493239	-0.1852532	0.1478901	-0.1669869	0.1333112	-0.1979613	0.1183265	-0.0848717	0.0832425	-0.0585652	0.0586876	-0.1570059	0.0552895	-0.1023795	0.001361	0.1768658	-0.057754	0.1368319	-0.1232991	0.0924766	-0.1730426	0.0387361	-0.2237109	-0.0197507	-0.2501832	0.13461	0.058455	0.1045472	0.0762771	0.0731218	0.0921636	0.0410991	0.1068326	0.0083991	0.1201513	-0.0252152	0.131035	-0.05919	0.1395686	-0.0928487	0.1466542	-0.1264908	0.1515526	-0.1592293	0.1539933
50	PB13-0087	M	Morpho	telemachus	14.21989	can	23	0.1478305	0.0322015	0.184933	-0.035192	0.1669956	-0.1017229	0.1190942	-0.1581317	0.0733986	-0.2198651	0.0128581	-0.2569644	-0.0643431	-0.2487682	-0.1955398	0.14619	-0.170968	0.1329944	-0.1997501	0.1150204	-0.0871516	0.0896045	-0.0588018	0.0661663	-0.1525529	0.0538278	-0.096109	0.00365	0.1740055	-0.056745	0.1409059	-0.1280392	0.0924746	-0.174031	0.0372476	-0.2219517	-0.0188771	-0.2399817	0.1305893	0.0526088	0.1036592	0.0750145	0.0737653	0.0942973	0.0420601	0.1104462	0.0090358	0.1239943	-0.0249031	0.1354147	-0.0591207	0.1445314	-0.0931038	0.1517328	-0.1271205	0.1562045	-0.1605117	0.1574935
51	PB13-0088	F	Morpho	telemachus	14.44383	can	23	0.141011	0.0299452	0.1771751	-0.0251074	0.1619413	-0.0941466	0.1254371	-0.1529227	0.0859685	-0.221269	0.0172802	-0.2679705	-0.0685892	-0.260823	-0.1849958	0.1630201	-0.1688189	0.1431722	-0.1989254	0.1268076	-0.0837969	0.0902937	-0.0629642	0.0702494	-0.1423024	0.0474188	-0.0868913	-0.0044363	0.1642496	-0.052476	0.1360893	-0.1207506	0.0971687	-0.1745499	0.0406238	-0.2251537	-0.0197581	-0.2459035	0.1239305	0.0470086	0.0981534	0.0693723	0.0699983	0.0896154	0.0395708	0.1064757	0.006973	0.1194218	-0.0267665	0.1305312	-0.0603753	0.1410385	-0.0936308	0.150177	-0.1270115	0.1576781	-0.1607442	0.1632835
52	PB13-0089	F	Morpho	telemachus	14.71583	can	23	0.1577322	0.03363	0.1859236	-0.0235378	0.1657399	-0.0910567	0.1247361	-0.1561031	0.0763107	-0.2229228	0.0053896	-0.2586499	-0.0828318	-0.245007	-0.1967978	0.1531292	-0.1762844	0.1375495	-0.2044697	0.1201108	-0.0868943	0.0865755	-0.0592743	0.0639831	-0.1469693	0.0502228	-0.0816255	-0.0113961	0.1703731	-0.0562186	0.1387451	-0.1240113	0.0954408	-0.1761955	0.0380331	-0.2227257	-0.0179284	-0.2373488	0.1340847	0.0561453	0.1043649	0.0751451	0.0730134	0.0914206	0.0407754	0.1056741	0.0077338	0.1186312	-0.0257455	0.1307164	-0.059432	0.1406329	-0.0929994	0.1484824	-0.126879	0.153982	-0.1602649	0.1591424
53	PB13-0090	F	Morpho	telemachus	14.598	can	23	0.1435174	0.0388978	0.170799	-0.018263	0.1626935	-0.0820698	0.1234654	-0.1552364	0.0695132	-0.2224036	0.0091564	-0.2695189	-0.0761545	-0.267994	-0.1852479	0.1559322	-0.1629839	0.1403216	-0.1958964	0.1212411	-0.0812444	0.0888527	-0.052316	0.0605993	-0.1400472	0.0425804	-0.0770717	-0.0231897	0.1588203	-0.0509195	0.1347954	-0.1192704	0.0949562	-0.1743772	0.0400992	-0.2247834	-0.0209039	-0.254264	0.130496	0.0550605	0.1022675	0.0756497	0.0715061	0.0929777	0.0403234	0.1095619	0.0075451	0.1230914	-0.0260244	0.1352795	-0.0595781	0.1462586	-0.0933766	0.1541291	-0.1274572	0.1593713	-0.1616521	0.1624851
54	PB13-0091	F	Morpho	telemachus	13.77608	can	23	0.157583	0.0302638	0.1839781	-0.0271963	0.1645313	-0.0983341	0.1223082	-0.154105	0.0774635	-0.2222274	0.007927	-0.2591858	-0.0715316	-0.2532033	-0.1948493	0.1536709	-0.1721545	0.1371151	-0.205671	0.1203996	-0.084243	0.0848835	-0.0584299	0.0621014	-0.1487799	0.0496998	-0.0860638	-0.0095175	0.1682179	-0.0547976	0.136284	-0.1229134	0.0913158	-0.1724345	0.0371736	-0.2202549	-0.0196254	-0.2386803	0.1322833	0.0549885	0.1040676	0.0760141	0.0732802	0.0935377	0.041184	0.1082972	0.0083733	0.1217921	-0.0254283	0.1331147	-0.0591672	0.1434608	-0.0926728	0.1514691	-0.1267646	0.1546196	-0.1605896	0.1574222
55	PB13-0101	M	Morpho	amphitryon	13.25695	can	23	0.161885	0.0200093	0.1806933	-0.02625	0.160648	-0.0896899	0.1153353	-0.1471353	0.0745036	-0.2345353	0.0137697	-0.2633188	-0.0587122	-0.2529224	-0.1939225	0.1485114	-0.1745279	0.1324423	-0.2025582	0.1145867	-0.0871889	0.0880618	-0.0611381	0.0627045	-0.1543847	0.0552639	-0.102118	0.0095179	0.1683115	-0.0560075	0.1313017	-0.1193236	0.0901012	-0.172488	0.0405702	-0.2254927	-0.0169381	-0.2391616	0.1329246	0.0522431	0.10485	0.0731228	0.074551	0.0914633	0.0437382	0.109034	0.0115267	0.1243871	-0.0225359	0.1355008	-0.0567054	0.144798	-0.0907655	0.1514426	-0.1248377	0.1556235	-0.1583767	0.157612
56	PB13-0102	M	Morpho	amphitryon	14.57615	can	23	0.1600065	0.0272709	0.1815205	-0.0216568	0.1616479	-0.0837789	0.1166039	-0.1487628	0.0731478	-0.2428409	0.0082578	-0.2679014	-0.069558	-0.2487465	-0.191747	0.1468679	-0.1688172	0.1315576	-0.1961094	0.1126025	-0.0900039	0.0889002	-0.0672875	0.0693565	-0.1497474	0.0512192	-0.1033442	0.0101594	0.1661305	-0.0554578	0.1327143	-0.1205285	0.0924773	-0.1737809	0.040465	-0.2266957	-0.0158993	-0.240311	0.1361668	0.0560178	0.1073447	0.0773952	0.0759836	0.0946477	0.0440151	0.1102563	0.0111905	0.1243246	-0.022871	0.1350694	-0.0572956	0.142401	-0.0912548	0.1480743	-0.1253022	0.1507958	-0.1584344	0.1535449
57	PB13-0103	M	Morpho	amphitryon	13.96729	can	23	0.1533945	0.0251058	0.1791841	-0.0308716	0.1628103	-0.0955976	0.120433	-0.1505053	0.0798144	-0.2329118	0.0147307	-0.2642326	-0.0632415	-0.2466222	-0.1904126	0.1481748	-0.1687468	0.1320649	-0.1979237	0.1136742	-0.092007	0.0890503	-0.068546	0.069394	-0.1529166	0.0550667	-0.1055244	0.0119266	0.1695574	-0.0557604	0.134161	-0.121928	0.0949919	-0.1748014	0.0407031	-0.2272587	-0.0160698	-0.2388025	0.1303694	0.0507521	0.1028397	0.0718639	0.073681	0.0917973	0.0435378	0.1103932	0.0111172	0.1254496	-0.022752	0.1373021	-0.0572906	0.1448212	-0.0914301	0.1507492	-0.1255798	0.1544684	-0.1588845	0.1572379
58	PB13-0104	M	Morpho	amphitryon	13.03416	can	23	0.1610852	0.0150325	0.1820058	-0.0312811	0.1660744	-0.0901061	0.113631	-0.1500247	0.0762811	-0.2310755	0.0190459	-0.2639497	-0.0563504	-0.2474231	-0.1979522	0.1497512	-0.1731918	0.1348145	-0.204297	0.1143921	-0.0904669	0.0873466	-0.0680565	0.0663632	-0.1524946	0.0503422	-0.108589	0.0123261	0.1736387	-0.0579528	0.1290236	-0.1183422	0.0905916	-0.1737302	0.0383101	-0.2234845	-0.0144035	-0.2339737	0.132209	0.0502687	0.1041492	0.0708289	0.0745654	0.0901651	0.0440997	0.108237	0.0118819	0.1235581	-0.0219501	0.1354325	-0.0561474	0.1447648	-0.0902727	0.151576	-0.1243202	0.1567644	-0.1581003	0.1593796
59	PB13-0109	M	Morpho	amphitryon	15.282	can	23	0.15485	0.0254844	0.1776589	-0.0280418	0.1564376	-0.089574	0.1184162	-0.1505455	0.0790799	-0.2389432	0.0149782	-0.2639237	-0.0682227	-0.2418243	-0.1964591	0.1454789	-0.1725499	0.132117	-0.2009644	0.1120148	-0.089382	0.0892925	-0.0654757	0.0673995	-0.1534947	0.0535224	-0.0993806	0.0081131	0.163413	-0.0553562	0.1324563	-0.1206928	0.0972823	-0.1764252	0.0412315	-0.229014	-0.0153904	-0.2404192	0.1338412	0.0523222	0.1065835	0.0746002	0.0761468	0.093098	0.0452286	0.1107077	0.0127257	0.1259275	-0.0215814	0.1367282	-0.0559294	0.1454097	-0.0901153	0.1512213	-0.1241107	0.1550626	-0.1572732	0.1562599
60	PB13-0110	M	Morpho	amphitryon	15.57849	can	23	0.1569445	0.0217452	0.1790627	-0.0360294	0.1569827	-0.0937403	0.1173581	-0.1539281	0.0781178	-0.2480177	0.0207568	-0.264136	-0.054467	-0.2448112	-0.189913	0.1468048	-0.1663712	0.1313494	-0.1976139	0.1117393	-0.0900774	0.0889188	-0.066716	0.0683103	-0.1532899	0.0537629	-0.1134883	0.021201	0.1637057	-0.0551638	0.1308789	-0.1196518	0.0923496	-0.1743779	0.0403982	-0.226743	-0.0138574	-0.2349402	0.1323397	0.0526329	0.1059883	0.0759764	0.0765787	0.0968677	0.0436785	0.1115561	0.0104079	0.1249348	-0.0236587	0.1365362	-0.0579511	0.1459279	-0.0921336	0.1523206	-0.1262975	0.1549347	-0.1597129	0.1560204
61	PB13-0111	M	Morpho	amphitryon	14.89598	can	23	0.160743	0.0287462	0.182182	-0.0218742	0.1623962	-0.0952731	0.1162285	-0.1518327	0.0739671	-0.2320317	0.0142232	-0.2681103	-0.0636219	-0.2510402	-0.1895493	0.1467931	-0.1686192	0.131814	-0.1998208	0.1141351	-0.0907327	0.0887539	-0.0716893	0.0722867	-0.1515314	0.0548226	-0.1064985	0.0139311	0.168043	-0.0561484	0.1328578	-0.1213201	0.0894723	-0.1728928	0.0392258	-0.2251041	-0.0154352	-0.2389772	0.1360216	0.0549241	0.106568	0.0748257	0.0757449	0.0927075	0.0438931	0.1085648	0.0112721	0.1230325	-0.0229217	0.1332529	-0.0572029	0.1413641	-0.0912858	0.1470285	-0.1254961	0.1511808	-0.1584336	0.1564414
62	PB13-0112	M	Morpho	amphitryon	15.09493	can	23	0.1513183	0.0287835	0.1783947	-0.0189236	0.1584481	-0.085706	0.1157855	-0.1519471	0.0776691	-0.2367037	0.0153909	-0.2716661	-0.0636692	-0.2534974	-0.1894389	0.149821	-0.1674639	0.1335978	-0.1967706	0.1177713	-0.0923179	0.0891845	-0.0707794	0.0693204	-0.1498097	0.0550204	-0.1015854	0.0096424	0.1666312	-0.0557226	0.1299065	-0.1185241	0.0929195	-0.1738633	0.0413392	-0.2277157	-0.0166132	-0.2438268	0.1325512	0.0511999	0.105275	0.0729104	0.0755711	0.0921031	0.0447067	0.1095345	0.012212	0.1242478	-0.0216478	0.1357673	-0.0559545	0.1436372	-0.0900993	0.1483374	-0.1243271	0.1518699	-0.1576423	0.1553476
63	PB13-0113	M	Morpho	amphitryon	14.34322	can	23	0.1584819	0.023027	0.1775979	-0.0253082	0.1582049	-0.0847601	0.1195464	-0.154159	0.0771601	-0.2334981	0.0139277	-0.2644927	-0.0596631	-0.2517992	-0.1910336	0.1485663	-0.1718141	0.1338332	-0.1989222	0.114834	-0.0925234	0.0882465	-0.070278	0.0684376	-0.1536975	0.0523642	-0.1063915	0.0097717	0.161732	-0.0551898	0.1310458	-0.1201796	0.0949226	-0.1764472	0.0399201	-0.2260867	-0.0164124	-0.2390952	0.1341724	0.0511944	0.1078104	0.074399	0.0785564	0.0952895	0.0451704	0.1088761	0.0117962	0.1217197	-0.0220118	0.1338087	-0.0559457	0.1439478	-0.0899654	0.150774	-0.1239298	0.1552741	-0.1574568	0.1566521
64	PB13-0114	M	Morpho	amphitryon	14.1592	can	23	0.1559183	0.0254211	0.175464	-0.0219896	0.1560727	-0.0849917	0.1132132	-0.1495645	0.0813871	-0.2437234	0.0144479	-0.2708807	-0.0632075	-0.254011	-0.1906169	0.1473836	-0.1685465	0.1326545	-0.1975122	0.1142388	-0.0928406	0.0896744	-0.0677315	0.0684662	-0.1498371	0.0512431	-0.1003417	0.0077849	0.1606702	-0.0536582	0.1258736	-0.1153789	0.0904486	-0.1727596	0.042874	-0.2297331	-0.0154939	-0.2419815	0.1341815	0.0525226	0.1066447	0.0743202	0.0768663	0.0937151	0.0458068	0.1111341	0.0131809	0.1260636	-0.0209701	0.1374358	-0.0554833	0.1455104	-0.0896551	0.1512694	-0.1237327	0.1542174	-0.1570807	0.1556172
65	PB13-0115	M	Morpho	amphitryon	14.97513	can	23	0.1538984	0.0319657	0.1797586	-0.0186718	0.1609584	-0.0806812	0.1166779	-0.1520174	0.0796279	-0.2433816	0.0078549	-0.2662578	-0.0726035	-0.2464363	-0.1892509	0.1437533	-0.1662201	0.1300724	-0.1940779	0.1104673	-0.0927709	0.0881069	-0.0684417	0.0661735	-0.1501723	0.0507102	-0.106738	0.0120915	0.1646761	-0.0554195	0.1300905	-0.11914	0.095005	-0.1751684	0.0421566	-0.2329168	-0.0172813	-0.2447194	0.1340512	0.0530397	0.1064835	0.0749659	0.0765259	0.0942259	0.0457461	0.1123267	0.0127732	0.1267891	-0.0213787	0.1383654	-0.0560594	0.1456903	-0.0902203	0.150795	-0.1241427	0.1525211	-0.1569267	0.1527503
66	PB13-0116	F	Morpho	amphitryon	15.27307	can	23	0.1556118	0.0271738	0.1779606	-0.0206079	0.1631624	-0.0776059	0.1263966	-0.146395	0.0806932	-0.2400866	0.0099404	-0.2768747	-0.0713302	-0.2567627	-0.1853054	0.1542622	-0.1698872	0.1373353	-0.2020351	0.120563	-0.0834521	0.0872155	-0.0631473	0.0681008	-0.1480654	0.0513628	-0.0925695	0.0009265	0.1625693	-0.0527475	0.1297314	-0.1168455	0.0923266	-0.1722437	0.0398001	-0.2225175	-0.0146893	-0.2404427	0.1305679	0.0510499	0.1020777	0.0705859	0.0715145	0.087589	0.0400186	0.1032324	0.0077724	0.1179239	-0.0250456	0.1314947	-0.0582113	0.1429229	-0.0916275	0.1516674	-0.1253923	0.1579512	-0.1593852	0.1617724
67	PB13-0118	M	Morpho	amphitryon	15.08248	can	23	0.1523999	0.0315896	0.1769329	-0.0204919	0.1605872	-0.0856918	0.1184826	-0.1558019	0.0724018	-0.2391121	0.0102625	-0.2666646	-0.0600127	-0.2529045	-0.1899168	0.1435706	-0.1692943	0.1306322	-0.1955986	0.1109691	-0.0888071	0.090512	-0.0675415	0.072127	-0.1524011	0.0534636	-0.1056543	0.0117628	0.1613302	-0.0547678	0.131987	-0.1206924	0.0931328	-0.1751774	0.0413658	-0.2301422	-0.017569	-0.2421952	0.1339484	0.0522018	0.1073561	0.0752717	0.0775005	0.0951381	0.0453087	0.1108437	0.0122723	0.124669	-0.0217613	0.1360829	-0.0559952	0.1452449	-0.0900405	0.1515307	-0.1239516	0.1539957	-0.1567248	0.1540363
